"BFN","LICENSE_TYPE","LICENSE_STATUS","LICENSE_SUB_TYPE","EXPIRATION_DATE","ENTITY_NAME","ESTABLISHMENT_ADDRESS"
"2013-BFN-1068292","Body Art Est - Permanent","License Issued - Active","NA","9/9/2018 12:00:00 AM","DECORATED TEMPLE TATTOO","1410 W 38TH AVE  DENVER 80211"
"2014-BFN-0002665","Body Art Est - Permanent","License Issued - Active","NA","10/10/2018 12:00:00 AM","HARBOUR LIGHTS SOCIAL CLUB","2422 S Federal   Denver 80219"
"2014-BFN-0003615","Body Art Est - Permanent","License Issued - Active","NA","12/15/2018 12:00:00 AM","TIL DEATH","3047  Larimer ST 201 DENVER 80205"
"2015-BFN-0002912","Body Art Est - Permanent","License Issued - Active","NA","7/17/2019 12:00:00 AM","BLACK VULTURE TATTOO","3007 W GILL PL  DENVER 80219"
"2016-BFN-0000297","Body Art Est - Permanent","License Issued - Active","NA","1/25/2019 12:00:00 AM","ELEVATION ARTS TATTOO & PIERCING STUDIO","2260 S Broadway   Denver 80210"
"2016-BFN-0000658","Body Art Est - Permanent","License Issued - Active","NA","8/31/2018 12:00:00 AM","MICHAEL PINTO ENTERPRISES, LLC","4610 E Colfax Ave  Denver 80220"
"2016-BFN-0004652","Body Art Est - Permanent","License Issued - Active","NA","10/27/2018 12:00:00 AM","MONARCH ARTS INC","2658 S Broadway   Denver 80210"
"2017-BFN-0004773","Body Art Est - Permanent","License Issued - Active","NA","7/25/2019 12:00:00 AM","JYMI DWAYN SHORES","4120 E COLFAX AVE  DENVER 80220"
"2001-BFN-52988","Burglar Alarm System Company","License Issued - Active","NA","9/8/2018 12:00:00 AM","MONITRONICS INTERNATIONAL, INC","1990  WITTINGTON PL  FARMERS BRANCH 75234"
"2002-BFN-84107","Burglar Alarm System Company","License Issued - Active","NA","4/20/2019 12:00:00 AM","VIVINT","4931 N 300   PROVO 84604"
"2002-BFN-60925","Burglar Alarm System Company","License Issued - Active","NA","5/30/2019 12:00:00 AM","AMERICAN SAFEGUARD CO.","8936  VRAIN ST  WESTMINSTER 80031"
"2003-BFN-1004170","Burglar Alarm System Company","License Issued - Active","NA","6/26/2019 12:00:00 AM","LYDIA SECURITY MONITORING, INC","1041  GLASSBORO  BLDG. F2 WILLIAMSTOWN 08094"
"2003-BFN-1004717","Burglar Alarm System Company","License Issued - Active","NA","8/4/2018 12:00:00 AM","GUARDIAN PROTECTION SERVICES, INC.","174  THORN HILL RD  WARRENDALE 15086"
"2003-BFN-1004922","Burglar Alarm System Company","License Issued - Active","NA","7/29/2018 12:00:00 AM","ALARM DETECTION SYSTEMS, INC","421 S PIERCE AVE  LOUISVILLE 80027"
"2003-BFN-1005586","Burglar Alarm System Company","License Issued - Active","NA","12/21/2018 12:00:00 AM","RESIDENTIAL SYSTEMS, INC.","7661  SHAFFER PKWY  LITTLETON 80127"
"2005-BFN-1014302","Burglar Alarm System Company","License Issued - Active","NA","4/20/2019 12:00:00 AM","RED HAWK FIRE & SECURITY","6840  BROADWAY  UNIT A DENVER 80221"
"2005-BFN-1014316","Burglar Alarm System Company","License Issued - Active","NA","4/14/2019 12:00:00 AM","VTI SECURITY INTEGRATORS","6770 W 52ND AVE D ARVADA 80002"
"2006-BFN-1021306","Burglar Alarm System Company","License Issued - Active","NA","6/29/2018 12:00:00 AM","ALARM ONE, INC","11757 W KEN CARYL AVE F-420 LITTLETON 80127"
"2006-BFN-1022837","Burglar Alarm System Company","License Issued - Active","NA","4/10/2019 12:00:00 AM","KING SYSTEMS","11495 W 8TH AVE 104 LAKEWOOD 80215"
"2007-BFN-1029070","Burglar Alarm System Company","License Issued - Active","NA","9/5/2018 12:00:00 AM","COLORADO SECURITY ALARM","5236  BEAR MOUNTAIN DR  EVERGREEN 80439"
"2008-BFN-1032396","Burglar Alarm System Company","License Issued - Active","NA","4/10/2019 12:00:00 AM","METRO FIRE DETECTION","1267 S LIPAN ST  DENVER 80223"
"2008-BFN-1035626","Burglar Alarm System Company","License Issued - Active","NA","8/22/2018 12:00:00 AM","AFFORDABLE HOME SECURITY, INC","1685 S COLORADO BLVD 5323 DENVER 80222"
"2008-BFN-1037632","Burglar Alarm System Company","License Issued - Active","NA","9/18/2018 12:00:00 AM","ALARM CENTRAL","13700 E 42nd TERRACE   INDEPENDENCE 64055"
"2008-BFN-1037962","Burglar Alarm System Company","License Issued - Active","NA","12/9/2018 12:00:00 AM","DIGITAL MEDIA INNOVATIONS","3065 S BROADWAY   ENGLEWOOD 80113"
"2010-BFN-1050344","Burglar Alarm System Company","License Issued - Active","NA","10/14/2018 12:00:00 AM","APEX INTEGRATED SYSTEMS, LLC","6920 S JORDAN RD I CENTENNIAL 80112"
"2013-BFN-1064638","Burglar Alarm System Company","License Issued - Active","NA","3/13/2019 12:00:00 AM","ADVANCED DOORS AND SECURITY LLC","5470  TENNYSON ST  DENVER 80212"
"2014-BFN-1074225","Burglar Alarm System Company","License Issued - Active","NA","6/17/2019 12:00:00 AM","SENTRY PROTECTION SYSTEMS","10058  GROVE CT UNIT A WESTMINSTER 80031"
"2015-BFN-0000948","Burglar Alarm System Company","License Issued - Active","NA","2/18/2019 12:00:00 AM","B W ELECTRIC, INC","1831  LEFTHAND CIR B LONGMONT 80501"
"2015-BFN-0005097","Burglar Alarm System Company","License Issued - Active","NA","8/6/2019 12:00:00 AM","DIGANET INC.","3903  CLAY ST  DENVER 80211"
"2017-BFN-0000120","Burglar Alarm System Company","License Issued - Active","NA","1/9/2019 12:00:00 AM","ADVANCED WIRING SOLUTIONS","2316 N WAHSATCH AVE 227 COLORADO SPRINGS 80907"
"2017-BFN-0001714","Burglar Alarm System Company","License Issued - Active","NA","3/9/2019 12:00:00 AM","A&M SYSTEMS LLC","14261 E 4TH AVE 230 AURORA 80011"
"2017-BFN-0002215","Burglar Alarm System Company","License Issued - Active","NA","4/5/2019 12:00:00 AM","UNIVERSAL MONITORING, LLC","1330  - B SHARON ROAD   CHARLOTTE 28210"
"2017-BFN-0003217","Burglar Alarm System Company","License Issued - Active","NA","5/5/2019 12:00:00 AM","ROSCO FIRE & SECURITY SYSTEMS","1952  CLARK RD  BAILEY 80421"
"2017-BFN-0006730","Burglar Alarm System Company","License Issued - Active","NA","9/18/2018 12:00:00 AM","CBE, INC","645 S MCDONOUGH ST  MONTGOMER 36104"
"2014-BFN-0003844","Child Care Home","License Issued - Active","NA","10/14/2018 12:00:00 AM","SMALL ANGELS LLC","2716 S KING ST  DENVER 80236"
"2014-BFN-0005615","Child Care Home","License Issued - Active","NA","7/1/2019 12:00:00 AM","PARK WEST CHILDCARE","1212 N GARFIELD ST  DENVER 80206"
"2015-BFN-0001921","Child Care Home","License Issued - Active","NA","9/17/2018 12:00:00 AM","PEARL'S CHILDCARE","12345 E 54TH AVENUE DR  DENVER 80239"
"2015-BFN-0008142","Child Care Home","License Issued - Active","NA","1/12/2019 12:00:00 AM","QUALITY HOME DAYCARE","7443 E BATES DR  DENVER 80231"
"2016-BFN-0004770","Child Care Home","License Issued - Active","NA","9/23/2018 12:00:00 AM","JUST LIKE HOME FAMILY CHILD CARE","5540 N LAREDO CT  DENVER 80239"
"2017-BFN-0000401","Child Care Home","License Issued - Active","NA","3/21/2019 12:00:00 AM","AMANULLAH MOMMANDI","1675 S Holly   Denver 80222"
"2017-BFN-0003376","Child Care Home","License Issued - Active","NA","6/6/2019 12:00:00 AM","DALTON GANG PRESCHOOL","1470 S Glencoe St  Denver 80222"
"2017-BFN-0004538","Child Care Home","License Issued - Active","NA","9/11/2018 12:00:00 AM","DEBORAH FAY BRIGHT","5114 N Enid Ct  Denver 80239"
"2017-BFN-0004620","Child Care Home","License Issued - Active","NA","7/3/2018 12:00:00 AM","PARKFIELD PLAYHOUSE LLC","5389 N LEWISTON ST  DENVER 80239"
"2017-BFN-0008234","Child Care Home","License Issued - Active","NA","5/21/2019 12:00:00 AM","NADIA OJEDA-AYALA","125 S Meade St  Denver 80219"
"2018-BFN-0000123","Child Care Home","License Issued - Active","NA","1/22/2019 12:00:00 AM","DEBRA'S LEARNING CENTER","5524 N Billings St  Denver 80239"
"2000-BFN-87734","Combined License","License Issued - Active","NA","12/13/2018 12:00:00 AM","LJW ENTERPRISES INC.","5350 W EVANS AVE A&B DENVER 80227-3776"
"2001-BFN-78889","Combined License","License Issued - Active","NA","5/11/2019 12:00:00 AM","CHIPOTLE MEXICAN  GRILL, INC.","1600  CALIFORNIA ST  DENVER 80202"
"2001-BFN-51304","Combined License","License Issued - Active","NA","8/30/2018 12:00:00 AM","EL TORO RESTAURANT INC","4957  COLORADO BLVD  DENVER 80216"
"2001-BFN-65855","Combined License","License Issued - Active","NA","9/14/2018 12:00:00 AM","O S F INTERNATIONAL INC","1215  18TH ST  DENVER 80202"
"2001-BFN-8565","Combined License","License Issued - Active","NA","8/23/2018 12:00:00 AM","NY DELI NEWS INC","7105 E HAMPDEN AVE  DENVER 80224"
"2001-BFN-81410","Combined License","License Issued - Active","NA","10/13/2018 12:00:00 AM","BAIDWAN RESTAURANT CORP","330 E 6TH AVE  DENVER 80203"
"2001-BFN-90524","Combined License","License Issued - Active","NA","10/15/2018 12:00:00 AM","SHOWCASE DESIGNS INC","8100 W CRESTLINE AVE # A-13 DENVER 80123"
"2001-BFN-2721","Combined License","License Issued - Active","NA","10/20/2018 12:00:00 AM","CST METRO, LLC","5455 E COLFAX AVE  DENVER 80220"
"2001-BFN-92075","Combined License","License Issued - Active","NA","10/17/2018 12:00:00 AM","TOM'S GATEWAY LIQUOR, INC.","15470 E ANDREWS DR  DENVER 80239"
"2001-BFN-37560","Combined License","License Issued - Active","NA","12/20/2018 12:00:00 AM","ANDRIANAKOS MANAGEMENT INC","980 N GRANT ST  DENVER 80203"
"2001-BFN-5054","Combined License","License Issued - Active","NA","12/20/2018 12:00:00 AM","POPPIES RESTAURANT INC","2334 S COLORADO BLVD  DENVER 80222"
"2001-BFN-40479","Combined License","License Issued - Active","NA","12/27/2018 12:00:00 AM","DILLON COMPANIES INC","1355 N KRAMERIA ST  DENVER 80220"
"2001-BFN-16149","Combined License","License Issued - Active","NA","1/13/2019 12:00:00 AM","SAFEWAY STORES 45 INC","6220 E 14TH AVE  DENVER 80220"
"2002-BFN-6519","Combined License","License Issued - Active","NA","12/31/2018 12:00:00 AM","AMERICAN LEGION POST","4200  PECOS ST  DENVER 80211"
"2002-BFN-69202","Combined License","License Issued - Active","NA","1/27/2019 12:00:00 AM","SPOT BAR & GRILL LLC","98 S PENNSYLVANIA ST  DENVER 80209"
"2002-BFN-4555","Combined License","License Issued - Active","NA","1/20/2019 12:00:00 AM","WASHINGTON STREET COMMUNITY CENTER","809 S WASHINGTON ST  DENVER "
"2002-BFN-1686","Combined License","License Issued - Active","NA","12/31/2018 12:00:00 AM","DENVER COUNTRY CLUB","1700 E 1ST AVE  DENVER 80218"
"2002-BFN-98594","Combined License","License Issued - Active","NA","9/30/2018 12:00:00 AM","1037 BROADWAY INC.","1037  BROADWAY  A DENVER 80203"
"2002-BFN-38957","Combined License","License Issued - Active","NA","2/21/2019 12:00:00 AM","CALDWELL & KEEFE INC","201  MILWAUKEE ST  DENVER 80206"
"2002-BFN-83229","Combined License","License Issued - Active","NA","2/14/2019 12:00:00 AM","SWING THAI LLC","301 S PENNSYLVANIA ST  DENVER 80209-1921"
"2002-BFN-83461","Combined License","License Issued - Active","NA","3/7/2019 12:00:00 AM","HAILLEAB YOHANNES D","100 S BROADWAY   DENVER 80209"
"2002-BFN-89824","Combined License","License Issued - Active","NA","3/7/2019 12:00:00 AM","BANUELOS LETICA C","722  SANTA FE DR  DENVER 80204"
"2002-BFN-20344","Combined License","License Issued - Active","NA","3/20/2019 12:00:00 AM","DENVER DUMB FRIENDS LEAGUE","2080 S QUEBEC ST  DENVER 80231"
"2002-BFN-93886","Combined License","License Issued - Active","NA","10/1/2018 12:00:00 AM","ALPINE HOSPITALITY, INC","6210 N TOWER RD  DENVER 80249"
"2002-BFN-41143","Combined License","License Issued - Active","NA","2/20/2019 12:00:00 AM","COSTCO WHOLESALE #443","7900 W QUINCY AVE  DENVER 80123"
"2002-BFN-60902","Combined License","License Issued - Active","NA","3/27/2019 12:00:00 AM","LUNDCO INC","150  KALAMATH ST  DENVER 80223"
"2002-BFN-65540","Combined License","License Issued - Active","NA","4/3/2019 12:00:00 AM","DIA MARRIOTT FAIRFIELD INN","6851  TOWER RD  DENVER 80249"
"2002-BFN-78868","Combined License","License Issued - Active","NA","4/19/2019 12:00:00 AM","CHIPOTLE MEXICAN GRILL INC","1644 E EVANS AVE  DENVER 80210-4609"
"2002-BFN-89352","Combined License","License Issued - Active","NA","5/7/2019 12:00:00 AM","SKYPORT HOLDINGS, LLC","8900  PENA BLVD  DENVER 80249"
"2002-BFN-88100","Combined License","License Issued - Active","NA","4/6/2019 12:00:00 AM","CALIFORNIA PIZZA KITCHEN INC","3000 E 1ST AVE UNIT 185 DENVER 80206"
"2002-BFN-93092","Combined License","License Issued - Active","NA","4/30/2019 12:00:00 AM","CHIPOTLE MEXICAN  GRILL INC","1480  16TH ST  DENVER 80202"
"2002-BFN-39663","Combined License","License Issued - Active","NA","5/7/2019 12:00:00 AM","SAIGON TERRACE INC","1550 S COLORADO BLVD 106 DENVER 80222-3700"
"2002-BFN-69978","Combined License","License Issued - Active","NA","4/15/2019 12:00:00 AM","BLAKE STREET CAFE & GRILL INC","1919  BLAKE ST  DENVER 80202"
"2002-BFN-12010","Combined License","License Issued - Active","NA","5/21/2019 12:00:00 AM","LAKE RUSSIAN & TURKISH BATHS INC","3540 W COLFAX AVE  DENVER 80204-1511"
"2002-BFN-29906","Combined License","License Issued - Active","NA","6/8/2019 12:00:00 AM","DIAMOND SHAMROCK CORNER STORE #4093","300 S DOWNING ST  DENVER 80209"
"2002-BFN-90263","Combined License","License Issued - Active","NA","6/11/2019 12:00:00 AM","BEYENE DAWIT M","6460 E YALE AVE  DENVER 80222"
"2002-BFN-80005","Combined License","License Issued - Active","NA","6/29/2019 12:00:00 AM","STANZI LLC","99 W 9TH AVE  DENVER 80204"
"2002-BFN-2736","Combined License","License Issued - Active","NA","1/12/2019 12:00:00 AM","SAFEWAY STORES 45 INC","2660  FEDERAL BLVD  DENVER 80211"
"2002-BFN-72724","Combined License","License Issued - Active","NA","4/30/2019 12:00:00 AM","LOWRY SWIM CLUB","352  QUEBEC CT  DENVER 80220"
"2002-BFN-93559","Combined License","License Issued - Active","NA","1/22/2019 12:00:00 AM","ILLEGAL PETE'S INCORPORATED","1530  16TH ST 101 DENVER 80202"
"2002-BFN-21573","Combined License","License Issued - Active","NA","7/14/2018 12:00:00 AM","TOMS DINER","601 E COLFAX AVE  DENVER 80203"
"2002-BFN-28019","Combined License","License Issued - Active","NA","8/10/2018 12:00:00 AM","SHUN AND SALLY INC","375 S FEDERAL BLVD 109-111 DENVER 80219"
"2002-BFN-89399","Combined License","License Issued - Active","NA","6/6/2019 12:00:00 AM","RYAN WATERSTREET & DIEM NGUYEN","3472 W 32ND AVE  DENVER 80211"
"2002-BFN-26299","Combined License","License Issued - Active","NA","8/21/2018 12:00:00 AM","COMEDY WORKS INC.","1226  15TH ST  DENVER 80202"
"2002-BFN-53198","Combined License","License Issued - Active","NA","11/23/2018 12:00:00 AM","SAM'S CLUB #6632","505 S BROADWAY   DENVER 80209"
"2002-BFN-91014","Combined License","License Issued - Active","NA","1/18/2019 12:00:00 AM","STAR MOTEL","3850 N PEORIA ST  DENVER 80239"
"2003-BFN-1004386","Combined License","License Issued - Active","NA","7/24/2018 12:00:00 AM","B & B LIQUORS INC","7035 E COLFAX AVE  DENVER 80220"
"2003-BFN-1004748","Combined License","License Issued - Active","NA","10/26/2018 12:00:00 AM","MALHOTRA, LLC","1533  CHAMPA ST  DENVER 80202"
"2003-BFN-1005721","Combined License","License Issued - Active","NA","1/26/2019 12:00:00 AM","QDOBA RESTAURANT CORPORATION","200 N Quebec ST 600-115 Denver 80230"
"2003-BFN-1005964","Combined License","License Issued - Active","NA","2/8/2019 12:00:00 AM","HEP-DENVER LTD AND HBI DENVER LTD","818  17TH ST  DENVER 80202"
"2003-BFN-1006126","Combined License","License Issued - Active","NA","12/31/2018 12:00:00 AM","KM CONCESSIONS INC.","1325 E 46TH AVE  DENVER 80216-2116"
"2003-BFN-1006156","Combined License","License Issued - Active","NA","11/29/2018 12:00:00 AM","MEXICO CITY LOUNGE INC","2115  LARIMER ST  DENVER 80205"
"2003-BFN-1006908","Combined License","License Issued - Active","NA","5/19/2019 12:00:00 AM","CAUSEWAY BAY ASIAN GRILL, INC","745  QUEBEC ST  DENVER 80220"
"2004-BFN-1008182","Combined License","License Issued - Active","NA","3/17/2019 12:00:00 AM","QTB LLC","2637  WELTON ST  DENVER 80205"
"2004-BFN-1008507","Combined License","License Issued - Active","NA","4/7/2019 12:00:00 AM","SPORTS COLUMN DENVER LLC","1930  BLAKE ST  DENVER 80202"
"2004-BFN-1009620","Combined License","License Issued - Active","NA","3/12/2019 12:00:00 AM","THE WAY BACK LLC","3963  TENNYSON ST  DENVER 80212"
"2004-BFN-1010134","Combined License","License Issued - Active","NA","10/18/2018 12:00:00 AM","JUGS INC","3575 S YOSEMITE ST  DENVER 80237"
"2004-BFN-1010472","Combined License","License Issued - Active","NA","9/14/2018 12:00:00 AM","98-99, LLC","2500 E 1ST AVE B101 DENVER 80206"
"2004-BFN-1010824","Combined License","License Issued - Active","NA","8/26/2018 12:00:00 AM","FRESH FISH INC.","7800 E HAMPDEN AVE  DENVER 80231"
"2004-BFN-1011941","Combined License","License Issued - Active","NA","11/16/2018 12:00:00 AM","PARK MIN SOOK","30  BROADWAY   DENVER 80203"
"2005-BFN-1013374","Combined License","License Issued - Active","NA","4/7/2019 12:00:00 AM","AJ OGORMANS INC","54 S BROADWAY   DENVER 80209"
"2005-BFN-1013751","Combined License","License Issued - Active","NA","7/31/2018 12:00:00 AM","DICICCO'S OF COLORADO INC","6701  TOWER RD  DENVER 80249"
"2005-BFN-1015022","Combined License","License Issued - Active","NA","11/7/2018 12:00:00 AM","ASFAW HAIMANOT","750  SANTA FE DR  DENVER 80204"
"2005-BFN-1015061","Combined License","License Issued - Active","NA","8/15/2018 12:00:00 AM","URBAN ITALIAN FOODS STAPLETON INC","7472 E 29TH AVE  DENVER 80238"
"2005-BFN-1015528","Combined License","License Issued - Active","NA","9/12/2018 12:00:00 AM","QDOBA RESTAURANT CORPORATION","6110 E COLFAX AVE UNIT 1 DENVER 80220"
"2005-BFN-1017550","Combined License","License Issued - Active","NA","4/20/2019 12:00:00 AM","VENEZIA INC","1700  WYNKOOP ST  DENVER 80202"
"2005-BFN-1018028","Combined License","License Issued - Active","NA","3/9/2019 12:00:00 AM","ALLEY CAT INC & 7-ELEVEN INC","303 N BROADWAY   DENVER 80203"
"2005-BFN-1018155","Combined License","License Issued - Active","NA","3/28/2019 12:00:00 AM","SNOOZE LLC","2262  LARIMER ST  DENVER 80205"
"2005-BFN-1018589","Combined License","License Issued - Active","NA","6/10/2019 12:00:00 AM","JAZZ AT JACK'S LLC","500  16TH ST 320 DENVER 80202"
"2006-BFN-1019397","Combined License","License Issued - Active","NA","6/8/2019 12:00:00 AM","MANJAL INC AND 7 ELEVEN INC.","3200 E 45TH AVE  DENVER 80216"
"2006-BFN-1019763","Combined License","License Issued - Active","NA","7/16/2018 12:00:00 AM","HST LESSEE DENVER, LLC","1672  LAWRENCE ST  DENVER 80202"
"2006-BFN-1020459","Combined License","License Issued - Active","NA","8/31/2018 12:00:00 AM","BOOTLEGGER LIQUOR INC","2375 W ALAMEDA AVE  DENVER 80223"
"2006-BFN-1020597","Combined License","License Issued - Active","NA","8/23/2018 12:00:00 AM","DENVER WRANGLER LLC","3090 N DOWNING ST  DENVER 80205"
"2006-BFN-1021361","Combined License","License Issued - Active","NA","4/2/2019 12:00:00 AM","HOPE ROAD HOSPITALITY, LLC","1096 S Gaylord   Denver 80209"
"2006-BFN-1021798","Combined License","License Issued - Active","NA","9/18/2018 12:00:00 AM","MAD GREENS LLC","700  12TH ST 200 GOLDEN 80401"
"2006-BFN-1021851","Combined License","License Issued - Active","NA","11/20/2018 12:00:00 AM","ABAI INC","5600 W DARTMOUTH AVE 106 DENVER 80227"
"2006-BFN-1022284","Combined License","License Issued - Active","NA","1/10/2019 12:00:00 AM","UNO MAS 2, LLC","730 E 6TH AVE  DENVER 80203"
"2006-BFN-1022400","Combined License","License Issued - Active","NA","3/21/2019 12:00:00 AM","ILLEGAL PETES INC","1744 E EVANS AVE  DENVER 80210"
"2006-BFN-1024098","Combined License","License Issued - Active","NA","7/26/2018 12:00:00 AM","CHEN & ZHENG LLC","2500 W ALAMEDA AVE  DENVER 80219"
"2007-BFN-1025226","Combined License","License Issued - Active","NA","4/30/2019 12:00:00 AM","NORDSTROM INC","2810 E 1ST AVE  DENVER 80206"
"2007-BFN-1025251","Combined License","License Issued - Active","NA","3/8/2019 12:00:00 AM","CAPITAL HILL CONOCO","1770 E COLFAX AVE  DENVER 80218"
"2007-BFN-1025459","Combined License","License Issued - Active","NA","3/26/2019 12:00:00 AM","ONE STOP SHOP INC. & 7-ELEVEN INC","4040 E 8TH AVE  DENVER 80220"
"2007-BFN-1025706","Combined License","License Issued - Active","NA","7/29/2018 12:00:00 AM","HAILISH INC","1025 S FEDERAL BLVD  DENVER 80219-4101"
"2007-BFN-1026226","Combined License","License Issued - Active","NA","5/21/2019 12:00:00 AM","STAPLETON MCA  AVIATOR POOL","8054 E 28TH AVE  DENVER 80230"
"2007-BFN-1027053","Combined License","License Issued - Active","NA","9/26/2018 12:00:00 AM","TAKI CORPORATION","420 E BAYAUD AVE  DENVER 80209"
